monthly_income,essential_expenses,discretionary_expenses,monthly_debt_payment,total_debt,total_assets,liquid_savings,emergency_fund_months,investment_assets,cash_percentage,fd_percentage,debt_percentage,mutual_fund_percentage,equity_percentage,gold_percentage,monthly_surplus,debt_to_income_ratio,debt_to_asset_ratio,goal_count,high_priority_goals,average_goal_horizon_months,average_goal_funding_gap,average_goal_probability,risk_category
107800.0,71794.47346363473,21523.846149110133,8409.404719847329,557426.5839819508,11706000.0,187800.0,2.3415326571910997,11518200.0,1.6043054843669913,1.012712806244284,28.630486056310307,17.146362238574,35.224379057307395,16.381754357197025,6072.275667407812,0.07800932022121826,0.047618877838881836,3,0,226.88356535044537,3058265.8024414047,0.7066305219717406,Aggressive
81100.0,40544.36240305361,5001.146321656053,39485.78628902117,3672352.907517369,1237300.0,105700.0,1.320752263083915,1131600.0,8.542794795118402,17.489452409194268,26.977064666102677,27.53091736525987,10.922004822363835,8.537765941960949,-3931.2950137308217,0.4868777594207296,2.9680375879070304,4,0,34.63795435887727,4744427.686266666,96.56320330745594,Conservative
55800.0,19465.05198077811,12335.05071984459,12280.254575334877,668896.9408568174,538400.0,287800.0,9.06590709688958,250600.0,53.454680534918275,21.162304305436738,3.6134990744222275,6.03841055124663,9.563643258377768,6.1674622755983615,11719.642724042424,0.22007624686980065,1.2423791620668971,5,5,202.25517721146133,924272.2776276352,96.95846277645586,Aggressive
91200.0,69397.46511705413,6577.629046783764,8936.818526313022,247899.27186960788,641200.0,440500.0,5.623336035157561,200700.0,68.69931378665002,4.246705448925524,7.782015818159336,6.2797732432266145,10.758866916157544,2.2333247868809534,6288.08730984907,0.09799143120957261,0.3866177041010728,3,0,61.0416302912174,4010984.903770198,7.455064367977082,Aggressive
113400.0,75354.70642792397,27535.514328546564,4198.331753322924,574105.3826575335,669100.0,551000.0,6.926196819091287,118100.0,82.34942460020923,0.5609207270048867,1.6467050752332857,9.116841789129897,5.178173259585191,1.1479345488375083,6311.447490206541,0.03702232586704518,0.8580262780713399,5,2,207.312712195,1914634.3737689492,97.17120953891038,Aggressive
105900.0,44265.40150070721,12074.408845106052,2140.95856605994,555173.4336290057,1287200.0,442200.0,9.528866288236888,845000.0,34.353635798632695,6.621066111459362,17.641086971973056,18.90568687506727,16.237258882567993,6.241265360299635,47419.2310881268,0.020216794769215677,0.43130316472110447,3,1,60.48734613324474,3022086.8963890863,53.98410913016731,Aggressive
211800.0,156781.5441517158,43649.54684868435,31307.607330213912,1525056.2440630365,1194600.0,965400.0,5.132672418338539,229200.0,80.81366147664491,3.9956504290929153,5.084074217584243,2.421570226833346,6.44044497557021,1.244598674274381,-19938.698330614046,0.147816842918857,1.2766250159576733,0,0,0.0,0.0,0.0,Conservative
52500.0,21733.29801672597,8230.789725719615,21472.887605465443,6689539.784617448,604700.0,75700.0,1.7520639443144739,529000.0,12.518604266578468,18.257848574971398,5.829090378982122,24.676382502967023,36.620876349611024,2.0971979268899688,1063.0246520889777,0.40900738296124656,11.062576128026208,2,1,88.12994841142844,2790510.010086706,40.383617105804085,Conservative
79300.0,33578.63589155053,17769.2322090488,28241.528890504127,1794304.402769631,874300.0,154300.0,2.495949348306989,720000.0,17.648404437835982,1.3608902944295342,8.525150357287375,37.732942428369,24.284643405445784,10.44796907663232,-289.39699110346555,0.356135294962221,2.0522754235040956,4,3,167.82854127143588,2764465.4453566396,59.26967238793935,Conservative
70300.0,29601.92183045152,17630.18121837667,16531.06730077825,5855820.683901171,4440200.0,70600.0,1.5303582388553112,4369600.0,1.590018467636593,39.28256450309102,4.449633215472326,27.586520005033634,17.088897362001674,10.00236644676476,6536.829650393556,0.2351503172230192,1.3188191261432303,2,2,88.6438845528108,3555747.662190089,80.95010461397155,Balanced
51900.0,39976.57871350522,7753.496973610603,13435.64754618811,4078029.6201943257,3077200.0,79200.0,1.4828065696967025,2998000.0,2.5737683608475237,10.184530075582764,15.825370715602258,19.505938147575762,38.352862288091174,13.557530412300512,-9265.723233303928,0.25887567526374006,1.325240354931212,1,1,205.2098824366129,2648252.8917800323,24.18522909004517,Conservative
93500.0,43899.64273152676,12837.773806570947,33938.42798718369,11002647.29582574,1770100.0,408700.0,5.250644012965728,1361400.0,23.08909101180724,24.689618752456003,1.9413843570011777,35.325880263950324,12.46782335086336,2.4862022639218937,2824.155474718602,0.3629778394351197,6.215833735848675,3,1,15.200573962587118,507357.7143301605,66.35017691080559,Conservative
